Agreement ID,Status,Agreement Type,Remark Text,Remark Month,Remark Year,Label,Positive/Negative Binary,Positive,Negative,Neutral
06-A-013,Active,Exclusive License,"Good afternoon,     I didn’t receive any updates  from Abivax. Could you please follow with them on Phase 3 status?           Thank you  Katya     ",February,2022,Neutral,Positive,0.0330970473587513,0.022325744852423668,0.9445770978927612
07-A-011,Active,Exclusive License,"Perfect, I sent an email so I’ll let you guys know when/if I hear back     Renee Lowers  Financial Analyst  ",January,2023,Neutral,Negative,0.01639602892100811,0.023963943123817444,0.9596400260925293
10-A-005,Active,Exclusive License,"Good morning, Teana.     Thank you for your email.     I am still poking around for information. This IIA predates my time with Loyola and the record keeping from that period is incomplete and I am trying to talk with the PI about it.     I am planning on following up with you once I have more information but I am available to talk sooner if you like. Please let me know.     Thanks,  Rachel        Due to COVID-19, I am working remotely until further notice.     Rachel Drucker | Technology Transfer Office  Loyola University of Chicago | Health Sciences Division 2160 S. First Ave. Bldg.115, ORS | Maywood, IL 60153 p. 708.216.9391| rbeyler@LUC.edu ",March,2021,Neutral,Positive,0.028638724237680435,0.01706184633076191,0.9542994499206543
14-A-094,Active,Non-Exclusive License,"Dear Doreen,     Please find attached the revised report. I hope it works for you. We removed the HK1.4 antibody for a lack of sales; we also discontinued sales and removed it off our website.     Have agreat weekend!     klaus     Klaus Lubbe, PhD  Bio X Cell  39 Labombard Rd.  Lebanon, NH 03766; USA  P: 603-298-8564, Ext. 201  P: 603-298-8564, Ext. 201  E: klubbe@bxcell.com ",April,2021,Neutral,Negative,0.02272760681807995,0.023375336080789566,0.9538970589637756
14-A-094,Active,Non-Exclusive License,"Dear Doreen,     Please find attached the corrected report. I apologize for the error.     Have a good day, klaus     Klaus Lubbe, PhD  Bio X Cell  39 Labombard Road  Lebanon, NH 03766, USA  T. 001 603 298 8564  klubbe@bxcell.com ",April,2021,Neutral,Positive,0.038838788866996765,0.021247465163469315,0.9399137496948242
14-A-094,Active,Non-Exclusive License,"Hello Klaus,  Thank you for the update regarding the BioXcell royalties.  The more important part of this is that the error was caught and corrected now and for the future.  Just as a note, I agree with the calculation on your spreadsheet for the royalties, but the Corrected total  for 2017 is not correct according to the numbers above it.  It looks like the royalty amount is correct, you may want to update the sheet before finalized.       Please note since your last payment, our office has moved.  I have attached a copy of our current W9 for your records and to ensure we receive the payment.       Let me know if you have any questions.     Best regards,",March,2021,Neutral,Negative,0.03581356629729271,0.04934225603938103,0.9148442149162292
14-A-094,Active,Non-Exclusive License,"Interesting…      Definitely sounds like a conversation with ATCC is in order…     10min poking results:   The two URA assists are old enough I can’t find them in AURA – will work on tracking from historical records  Based on Minuet:   2015 - MTA with a different PI  2013 – Master deposition agreement        Best,",February,2022,Neutral,Positive,0.05063975602388382,0.02674899995326996,0.9226112961769104
14-A-102,Active,Non-Exclusive License,"Dear Teana Stocco; Nick Neu; Doreen Mitchell,     Please find enclosed our royalty reports for 2022.     The payment was made by wire, you can track the payment here:   ",February,2023,Neutral,Negative,0.013527912087738514,0.01534645352512598,0.9711256623268127
14-A-102,Active,Non-Exclusive License,"Hi Teana,  Part of the distribution for Stressmarq goes to MIT (85%) however there is no IIA in the record nor do I think this is under an IIA.  I vaguely remember that Susan Lindquist wanted her share to got to her new lab, but there is also not a redirection of personal share in the file and that would have only been her 25%.       I don’t know how this would have fit in the policy or if Alan approved it(?) but at the minimum we need some back up in Inteum.  Secondly, the obvious, Susan has passed away and I have an accumulation of distribution earmarked for MIT (we continue to get small royalties every year).  The total is $2,677.77     1. I think we can either, send MIT the money, they may ask for back up and I guess we could say it was directed by Susan and they can do whatever they want 2. We can go to a default distribution and I can include it on Susan’s estate distribution 3. Or we can move it all to Pending VP Research 4. Other ideas?        Best regards,",March,2021,Neutral,Negative,0.025370832532644272,0.03301750868558884,0.941611647605896
14-A-102,Active,Non-Exclusive License,"I agree about the more trouble than it is worth, but we need something in the file.  I would have also thought at the time we would have needed Alan’s approval to go outside the policy?  Nonetheless, only moving forward, and we do still receive a little bit of money each year.     Eric what do you think we should do?     Doreen     ",March,2021,Neutral,Negative,0.07770140469074249,0.10987995564937592,0.8124185800552368
14-A-102,Active,Non-Exclusive License,"Given the small amount of money, and since she’s deceased and there’s no longer a Lindquist lab, I think we should just keep the money.  The minute we start bringing in more people on the decision, either here at Chicago or at MIT, we start incurring more costs in people time than we’re getting from the company.     Eric     ",April,2021,Neutral,Negative,0.09235308319330215,0.21218255162239075,0.6954643130302429
14-A-102,Active,Non-Exclusive License,"Dear Teana,     Please find enclosed our royalty report for 2020 for clone 7FB. Payment was made wire. This information will be on the wire reference too.                                                                                                                                                    Please click the following link to view the payment confirmation.     ",January,2021,Neutral,Positive,0.016598541289567947,0.01235528290271759,0.9710462093353271
14-A-102,Active,Non-Exclusive License,"Dear Teana,     Please find enclosed our royalty report for 2021 for clone 7FB. Payment was made wire. This information will be on the wire reference too.                                                                                                                                                    Please click the following link to view the payment confirmation.     ",February,2022,Neutral,Positive,0.01671147346496582,0.01262778788805008,0.9706608057022095
14-A-116,Active,Non-Exclusive License,"Dear Teana,      I’ll comeback to you today or tomorrow.   Thank you.      Best regards,",February,2021,Neutral,Positive,0.1025741696357727,0.031794026494026184,0.8656318783760071
14-A-116,Active,Non-Exclusive License,"Yes that would be awesome.  Also it looks like we did the invoice in Euros, so not even sure how much that would’ve been, but I scrubbed the wire report and don’t see a payment.  If we could get a confirmation on last year too.   Doreen     ",February,2021,Neutral,Negative,0.039332401007413864,0.060216933488845825,0.9004506468772888
14-A-116,Active,Non-Exclusive License,"One theory: is the confusion coming from the exchange rates? It would be the coincidence of all coincidences, but I noticed in the email chain Fanny has “3.739,17€ "" noted in Euros. I went back and looked at the historic exchange rate for the start of the year in 2019 and it’s around 1.12-1.14, which lines up as a payment for invoices 5564 and 6328 (total $4,194.60). Invoice 6328 is dated as 1/22/2019, so if they were paying both invoices at that time, the total amount would be within range ($4,187.87 - $4,262.65).      It could definitely just be a typo or lost in translation, but that’s my initial hypothesis. I’ll try take a look at a little further though.      -       Nick     NICK NEU  Financial Analyst  ",February,2021,Neutral,Negative,0.02779032476246357,0.2691773772239685,0.703032374382019
14-A-116,Active,Non-Exclusive License,"Dear Teana,      I think there is a quiproquo. We already paid 3.739,17€ (the amount is related to invoices 5564 and 6238 for royalties for years 2016, 2017 and 2018).  This amount was mentionned in the document I sent to your colleague which is a legal document to avoid a double taxation.      I send you in attachment the amount for the years 2019 and 2020. Could you adapt the invoice you sent us ?      Best regards,",February,2021,Neutral,Negative,0.027950851246714592,0.033157769590616226,0.9388914108276367
14-A-116,Active,Non-Exclusive License,"Ok so this is what I believe happened, based on the attached emails.  They sent us some sort of taxing document that we needed to sign and return that was concerning the past 2016-18 royalties.  We misunderstood it to be the current 2019 royalties and sent the invoice for the 3739.17 Euros.  The document you attached is for two years (why do they only have to pay every two years?) 2019 and 2020.  So once the other invoice is reversed and the new two year one is recorded and they pay, we should be all good.     I will print out the tax form and create an invoice tomorrow at the office to send.     Doreen     ",February,2021,Neutral,Negative,0.036603424698114395,0.07069855183362961,0.8926981091499329
17-A-114,Active,Co-Exclusive License,"Dear Teana,   Here comes the progress report, many thanks.  All the best,  Grace  Grace Zhou,  PhD  Chairman/CEO   ImmVira Pharma Co., Ltd.             ----------原始邮件---------- 主  题:  Progress Report Reminder for License Agreement with the University of Chicago 发件人:  Teana Stocco ",August,2021,Neutral,Positive,0.24331563711166382,0.00922057032585144,0.7474637627601624
17-A-114,Active,Co-Exclusive License,"Dear Teana,     This is Dora from Immvira and I will assist Grace for the IP affairs of Immvira.  Here comes the progress report July 1, 2021 - December 31, 2021, many thanks.      Please let me know if you have any problem.  All the best,     Dora Tang 唐羽欣  ImmVira Co., Limited  yuxin.tang@immviragroup.com ",February,2022,Neutral,Positive,0.03997610881924629,0.022342178970575333,0.9376816749572754
17-A-114,Active,Co-Exclusive License,"Hi Teana,      Sorry to reply late. Here is the progress report January 1, 2022 - June 30, 20212, many thanks.     Dora     发件人: Teana Stocco ",August,2022,Neutral,Positive,0.0422314889729023,0.013239715248346329,0.9445288181304932
85-A-002,Active,Exclusive License,Thanks again.     ,May,2022,Neutral,Positive,0.10524413734674454,0.02191341668367386,0.8728424906730652
94-A-019,Active,Exclusive License,"Yes, thanks for forwarding.  Quite an impact.  ___________________________ Matthew R Martin, PhD UChicagoTech +1.773.234.5515 mmartin@tech.uchicago.edu   -----Original Message----- ",January,2016,Neutral,Positive,0.038426171988248825,0.015344505198299885,0.9462292194366455
94-A-019,Active,Exclusive License,"FYI only. Interesting feedback from McGraw on the global use of Scott's book.  Best regards,",January,2016,Neutral,Positive,0.40389707684516907,0.01328111719340086,0.582821786403656
02-A-028,Active,Non-Exclusive License,"Hi Teana:  The amendment on this record is titled ""first"" amendment however, in the first paragraph it says it is a second amendment.  Is there actually a first amendment and if so, do you have a copy?  Thanks,  Leslie Leslie Smith, Consultant",November,2018,Neutral,Positive,0.024296829476952553,0.0174118485301733,0.9582912921905518
02-A-028,Active,Non-Exclusive License,I am pretty sure the “Second” amendment is a mistake.  I only see the one Amendment.   ,November,2018,Neutral,Positive,0.021572457626461983,0.012996694073081017,0.9654307961463928
05-A-034,Active,Non-Exclusive License,"Dear Teana,     My apologies for delay on this.   We recently migrated to Office365, including outlook, and unfortunately some of our emails are inappropriately going to spam.     With respect to your questions.   We do not use any licensed software from the University of Chicago.  With respect to the patents, we only have the one patent listed for licensing per the amendment, however even in this case we do not use the methods specified in the patent.       Sincerely,  Steve     ",June,2021,Neutral,Negative,0.0207100510597229,0.05237886682152748,0.9269111752510071
05-A-034,Active,Non-Exclusive License,"I don’t think we should put any work into terminating the agreement.  It would be Thelma (cc’d) who’d be responsible for drafting a termination notice, if that’s what need to happen, and I’d vote for her prioritizing getting new licenses done.     If you want to send Worrell a note back asking if he’d like to terminate the license, and if so, if he could send us an email formally saying that the three agreements are terminated, I guess that would be easy.  But I could believe he might prefer the status quo, just as an insurance policy that he has the rights if he ever decides he needs them. If that’s the case, I don’t think we have much leverage, or much incentive, to push back.     Eric     ",June,2021,Neutral,Negative,0.0555538535118103,0.10953427106142044,0.8349119424819946
05-A-052,Active,Exclusive License,"Hello,     Please see the attached Q3 2021 royalty reports for the agreement between Mayo Clinic and University of Chicago.    Please let me know if you have any questions.  Thank you,",November,2021,Neutral,Positive,0.07497752457857132,0.018353765830397606,0.9066687226295471
05-A-052,Active,Exclusive License,"Hello,     Please see the attached Q2 2021 royalty reports for the agreement between Mayo Clinic and University of Chicago.  You should expect a payment via check in the next 10 days.  Please let me know if you have any questions.  Thank you,",July,2021,Neutral,Positive,0.07424342632293701,0.026371203362941742,0.899385392665863
05-A-052,Active,Exclusive License,"Hello,     Please see the attached Q1 2021 royalty reports for the agreement between Mayo Clinic and University of Chicago.  You should expect a payment via check in the next 10 days.  Please let me know if you have any questions.  Thank you,",April,2021,Neutral,Positive,0.0724194198846817,0.025934996083378792,0.9016456604003906
05-A-052,Active,Exclusive License,"Hello,     Please see the attached Q1 2022 royalty reports for the agreement between Mayo Clinic and University of Chicago.    Please let me know if you have any questions.     Thank you,",April,2022,Neutral,Positive,0.07246992737054825,0.017793767154216766,0.9097362756729126
05-A-052,Active,Exclusive License,"Okay, thanks.     ",June,2022,Neutral,Positive,0.08039592206478119,0.036613911390304565,0.8829901814460754
05-A-052,Active,Exclusive License,"Hello,     Please see the attached Q2 2022 royalty reports for the agreement between Mayo Clinic and University of Chicago.       Please let me know if you have any questions.     Thank you,",July,2022,Neutral,Positive,0.07508105784654617,0.0179189033806324,0.9070000648498535
05-A-052,Active,Exclusive License,"Thanks Teana, I’ll try Kari because I already spoke to Spencer and he only sent me their patent team email.      Renee Lowers  Financial Analyst  ",April,2022,Neutral,Negative,0.024630550295114517,0.03643457219004631,0.9389348030090332
05-A-052,Active,Exclusive License,"Hello,     Please see the attached Q3 2022 royalty reports for the agreement between Mayo Clinic and University of Chicago.       Please contact me or LABFINSUP@mayo.edu ",October,2022,Neutral,Positive,0.036807697266340256,0.0076586222276091576,0.9555336833000183
05-A-052,Active,Exclusive License,"Hello,     Please see the attached Q4 2022 royalty reports for the agreement between Mayo Clinic and University of Chicago.       Please reply all or email LABFINSUP@mayo.edu ",January,2023,Neutral,Positive,0.035506721585989,0.00990989338606596,0.9545834064483643
06-A-018,Active,Non-Exclusive License,"Thanks Teana for checking!     For the three patents (1064-002, 1063-002, 1158-001) with remaining third maintenance fees under license 06-A-018, it’ll come out to $23172 total. This is $7700 each for US 3rd maintenance fees, large entity, plus CPA’s service charge of $24 each fee.        KIM CHIN  Project Analyst  ",December,2020,Neutral,Positive,0.027137385681271553,0.00752322468906641,0.9653394818305969
06-A-018,Active,Non-Exclusive License,"All,     Thanks for all this – I’ll be compiling it into something simple to send back to them.     Note that the royalties are creditable across the different agreements, so if a product is covered by multiple agreements, they just pay under one agreement.  And my general sense is that they’ve determined they’re not currently selling anything that’s covered by an unexpired patent.     Eric     ",December,2020,Neutral,Positive,0.04558994993567467,0.033248815685510635,0.9211612939834595
06-A-018,Active,Non-Exclusive License,"Doreen,      It appears the payment was sent in May however Hologic did not have the updated address. Accounting will put a stop payment on this check and reissue to the new address.    ",July,2021,Neutral,Negative,0.036606185138225555,0.038128629326820374,0.9252651333808899
06-A-018,Active,Non-Exclusive License,"Hi Julia,  Thank you for the update.  Can you tell me what the address was and if it has cleared the bank?  I do not have any record of receiving the check.  I do periodically go to our other address and see if they have mail for us, but did not get this check.     Thank you for your help.     Doreen     ",June,2021,Neutral,Positive,0.0660829246044159,0.03941544517874718,0.8945015668869019
06-A-018,Active,Non-Exclusive License,"Hello Julia,   I have attached your invoice for the Annual Maintenance Fee for CY2020.  Also attached is our current W9.  Over this past year our offices have moved, please update your records so that we can receive payment at our new address.       Please let me know if you have any questions.       Best regards,",June,2021,Neutral,Negative,0.030685896053910255,0.034628912806510925,0.9346851706504822
06-A-018,Active,Non-Exclusive License,"I didn’t get a response. I’d recommend just sending the $25K invoice. It’s money they owe.   Eric    On Jun 17, 2021, at 11:51 AM, Doreen Mitchell ",June,2021,Neutral,Negative,0.013108246959745884,0.02559855580329895,0.96129310131073
06-A-018,Active,Non-Exclusive License,"Hi Eric,      My apologies for taking time in getting back to you. We’ve some internal changes in management and as a result had to put things on hold in renegotiation the agreement. Most recently I was able to get recommitment to the agreement and I will be sending out the draft agreement shortly.      Doreen,      I believe we already paid the Annual Maintenance Fee a couple of months ago but I will double check with accounting.      Julia     ",June,2021,Neutral,Positive,0.16635820269584656,0.03834645450115204,0.7952954173088074
08-A-008,Active,Exclusive License,"Kim,   In theory he owes us tens of thousands in minimum royalties from a license, but we will never get that money.  The money we care about more is back patent costs, which I understand from Doreen’s note below totals about $6K.   Doreen should weigh in on the best way for us to know we get the money.  I think he lives in Kenwood, so maybe he could easily drop off the check at someone’s home.  I’ve got a mail slot, for example.  I don’t know enough about what happens now if something gets mailed or Fedex’d to Regus.   Eric        ",June,2020,Neutral,Negative,0.034086622297763824,0.13239377737045288,0.8335195183753967
08-A-008,Active,Exclusive License,"Hello Mr. Chin         Sorry, just seeing your email.  Thank you for letting me know.   I will get back to you regarding our plan regarding with the maintenance fees, etc.   Need to review the patent timeline and opportunity to broaden the IP.          Mr. Rosenberg left Maroon for his work in Ireland about  24 months ago.  We valued his work while he was with us.         All the best. Raphael Lee      Raphael C. Lee, MD, ScD, FACS  Paul S. and Allene T. Russell Professor of Surgery, Medicine, Organismal Biology and Anatomy Fellow,  Institute of Molecular Engineering The University of Chicago r-lee@uchicago.edu  ",July,2020,Neutral,Positive,0.03157670050859451,0.0165089163929224,0.9519144296646118
08-A-008,Active,Exclusive License,"Thank you Ms. Chin, the payment has been mailed.    On July 29, 2020 5:38 PM Kim Chin ",July,2020,Neutral,Positive,0.01886720396578312,0.007504270412027836,0.9736286401748657
08-A-008,Active,Exclusive License,"Hi Everyone,  The check was here at Regus and I will deposit it today.    Yay!  Doreen     ",August,2020,Neutral,Negative,0.01963910087943077,0.020592601969838142,0.9597684144973755
09-A-028,Active,Non-Exclusive License,Thanks Teana!      Renee Lowers  Financial Analyst  ,April,2022,Neutral,Positive,0.07669112086296082,0.01810833252966404,0.9052006006240845
10-A-094,Active,Exclusive License,"October 7, 2022      Dear Tina,     Electrochaea has completed the engineering for a power-to-gas biomethanation plant scaled for a 10 MWe electrolyzer.  This commercial design is ready to be integrated with any existing source of CO2 to produce BioCat Methane, a renewable synthetic methane that replaces natural gas. This plant design has the capability to convert CO2 from any process, including anaerobic digestion, alcohol fermentation or cement production, into methane that can green the gas grid.      For more information, please click here for the full press release. ",October,2022,Neutral,Positive,0.28041669726371765,0.006526018492877483,0.713057279586792
10-A-094,Active,Exclusive License,K-1 from Electrochaea     ,September,2022,Neutral,Positive,0.016034796833992004,0.005206698086112738,0.9787584543228149
10-A-094,Active,Exclusive License,"Hi Teana,     Updated financial docs from Electrochaea…     TT     ",September,2022,Neutral,Positive,0.02471466362476349,0.003684867871925235,0.9716004729270935
10-A-094,Active,Exclusive License,"Dear Teana  Apologies for the delay in delivering the report.  Please find attached the progress report for 2021 and the documentation that is referenced in the report (Letter Agreement for Baker Hughes license agreement, Summary of projects and markets, FinalReport of ETV certification).  In addition you will find the final Technology License agreement with Baker Hughes (NuovoPignone) in the attachment.     Please don´t hesitate to get in touch if you have any questions or require further information.     With kind regards  Doris        Doris Hafenbradl, PhD  CTO & Managing Director     Electrochaea GmbH  Semmelweisstraße 3  82152 Planegg-Steinkirchen  Germany  Tel.         +49 (89) 3249367-16  Mobile    +49 172 186 6285  Fax         +49 (89) 3249367-66 E-Mail     doris.hafenbradl@electrochaea.com ",April,2022,Neutral,Positive,0.023469988256692886,0.011602889746427536,0.964927077293396
10-A-094,Active,Exclusive License,"Will dig into it and let you know what’s what         Best,",April,2022,Neutral,Positive,0.020045148208737373,0.014148113317787647,0.9658067226409912
10-A-094,Active,Exclusive License,"Probably a good idea to send it to them now…      if we get it back before the meeting, Luke and I can review it and go from there     Best,",February,2023,Neutral,Positive,0.07102863490581512,0.019273458048701286,0.9096978902816772
10-A-094,Active,Exclusive License,Great news from Electrochaea! We are on the Cleantech 100 2023 list. Read our press release.  ,February,2023,Neutral,Positive,0.06720609962940216,0.005871816072613001,0.926922082901001
10-A-094,Active,Exclusive License,"FYI - this will be a mini update from electrochaea next week  Best,",February,2023,Neutral,Positive,0.2858489751815796,0.006880663335323334,0.7072704434394836
10-A-094,Active,Exclusive License,"Dear Sharon,     I appreciate your review of the Electrochaea portfolio this morning.  Please let this serve as a written confirmation that the University approves of your firm’s coordinating the decision to opt out of the UPC system for European cases.     Best,",February,2023,Neutral,Positive,0.1472397744655609,0.01577366702258587,0.8369865417480469
10-A-094,Active,Exclusive License,"We’re meeting with them tomorrow at 8 am, thanks         ",February,2023,Neutral,Positive,0.09745950251817703,0.015906665474176407,0.8866337537765503
10-A-094,Active,Exclusive License,"Dear Teana,  please find attached our Progress Report for 2022.      Let us know any time if you have questions or comments.     Thank you and kind regards  Doris        Doris Hafenbradl, PhD  CTO & Managing Director     Electrochaea GmbH  Semmelweisstraße 3  82152 Planegg-Steinkirchen  Germany  Tel.         +49 (89) 3249367-16  Mobile    +49 172 186 6285  Fax         +49 (89) 3249367-66 E-Mail     doris.hafenbradl@electrochaea.com ",February,2023,Neutral,Positive,0.03898368403315544,0.013431322760879993,0.9475849866867065
10-A-094,Active,Exclusive License,"Dear Teena and Luke,      Significant changes to the European patent system, i.e., a Unitary Patent system, will take effect in Europe on June 1, 2023.  The Unitary Patent system is inextricably linked to the creation of the Unified Patent Court, which will have jurisdiction over Unitary Patents and ""classic"" European patents.     Under the existing system, a patent granted by the European Patent Office (EPO) needs to be separately “validated” in each country of interest into separate, national patents. Accordingly, a patent needs to be enforced and/or challenged in each EPO-member country in which it is validated.  Under the new Unitary Patent system, a granted “unitary patent” will automatically be effective in all participating countries, and its validity will stand or fall globally.  Similarly, products that infringe in one country will infringe in all participating countries.  Several European countries (i.e., the United Kingdom, Poland, Spain, Croatia, Switzerland, Norway, and Turkey) will not participate in the new Unitary Patent system, and any European patent to be enforced in those countries will still need to be separately validated, enforced and/or challenged in those countries.       For some patent owners, the fact that a finding of invalidity (or non-infringement) will be effective across all participating countries could be a disadvantage.  For others, who may be interested in patent protection in only a few countries (typically three countries), maintenance fees under the new system will be more expensive.  Because of these possible disadvantages, an opt-out provision has been provided both for pending applications and existing patents.  For pending applications, there is no immediate deadline.  For existing patents, the deadline to opt-out of the unitary patent system is June 1, 2023.       Given that the opt-out period is non-extendable, and European patents can individually be opted into the Unitary Patent/UPC system (once) later, if desired, we recommend (provided you have the authority to do so) having us coordinate opting out of the Unitary Patent/UPC system with all your European patents and pending applications.  Thus, please confirm we may instruct our European agent(s) to opt out for all your European patents and pending applications by signing and returning the attached authorization form.  There may be a charge assessed by our European agent which may vary depending on the number of European patents to be opted out, which you agree to pay by signing this authorization.  It is understood that, so long as the ownership details are consistent across a portfolio of EPO patents, all such patents can be opted out together, in the event it is desired to opt-out all applicable EPO patents.       While it is possible to opt some or all your European Patent Organization (EPO) patents out of the new Unitary Patent system and the corresponding Unified Patent Court, we require your explicit instructions by the end of January 2023, if possible, if you wish for us to take action to request that your entity’s EPO patents are opted out during the revised March 1-May 31, 2023 “Sunrise Period”.   Our records indicate that there are  one or more European Patent Organization (EPO)-derived patents or pending EPO patent applications in the UC/Electrochaea portfolio that may be impacted by these changes.  We write because we need your instructions about whether you would like to officially “opt out” of the Unitary Patent system.  In addition, for European patents that have more than one owner, all owners must give consent to “opt out.”.     As there may be practical bottlenecks to opting out of the Unitary Patent system as the June 1, 2023 deadline approaches, it is recommended that we instruct the European agent(s) of the decision whether or not to opt out of the Unitary Patent system as soon as possible.  We would appreciate your instructions by the end of January 2023.     Please let us know if you want to opt out, and if have any questions.       Happy holidays,   Sharon            Sharon M. Sintich, Ph.D. Partner Marshall, Gerstein & Borun LLP 233 South Wacker Drive 6300 Willis Tower Chicago, IL 60606-6357 USA D: +1.312.474.6631 T: +1.312.474.6300 F: +1.312.474.0448 ssintich@marshallip.com marshallip.com   The material in this transmission may contain confidential information. If you are not the intended recipient, any disclosure or use of this information by you is strictly prohibited. If you have received this transmission in error, please delete it, destroy all copies and notify Marshall, Gerstein & Borun LLP by return e-mail or by telephone at +1.312.474.6300. Thank you.",December,2022,Neutral,Positive,0.034799300134181976,0.01373327150940895,0.9514674544334412
10-A-094,Active,Exclusive License,"Thanks. Yes – we’ve all been to a few presentations on this.      It will be interesting to see what Electrochaea suggests doing, since they’ve got both pending and issued European cases, and they’re based in Europe.     ",December,2022,Neutral,Positive,0.07699453830718994,0.0139885563403368,0.909017026424408
10-A-094,Active,Exclusive License,"I just saw it come through – I’ll have to reach out and congratulate them on a big week…      Doris emailed over the weekend to say that the sublicense in Europe for the process patent in EU should get signed shortly      Best,",September,2021,Neutral,Positive,0.16862215101718903,0.02404938079416752,0.807328462600708
10-A-094,Active,Exclusive License,"OK!   I did it!!       Your message is ready to be sent with the following file or link attachments:  2020 k-1 Electrochaea LLC2-THE UNIVERSITY OF CHICAGO 2020 Partner's Instructions for Schedule K-1 (Form 1065)   Note: To protect against computer viruses, e-mail programs may prevent sending or receiving certain types of file attachments.  Check your e-mail security settings to determine how attachments are handled.",September,2021,Neutral,Positive,0.0245683416724205,0.017212817445397377,0.9582189321517944
10-A-094,Active,Exclusive License,"Excellent – I’ll see if there’s a web link too      Joe was pretty… sensitive about us writing separate from the BH announcement  Something about EC not being cleared to do it themselves     Best,",June,2021,Neutral,Negative,0.04884349927306175,0.08032108098268509,0.8708354234695435
10-A-094,Active,Exclusive License,"Best,",June,2021,Neutral,Positive,0.21286648511886597,0.014565877616405487,0.7725675702095032
