,Agreement ID,Status,Agreement Type,Remark Text,Remark Month,Remark Year,Label,Positive/Negative Binary,Positive,Negative,Neutral
68,05-A-052,Active,Exclusive License,"Hello,     Please see the attached Q3 2022 royalty reports for the agreement between Mayo Clinic and University of Chicago.       Please contact me or LABFINSUP@mayo.edu ",October,2022,Neutral,Positive,0.0451588369905948,0.0132694905623793,0.9415716528892516
69,05-A-052,Active,Exclusive License,"Hello,     Please see the attached Q4 2022 royalty reports for the agreement between Mayo Clinic and University of Chicago.       Please reply all or email LABFINSUP@mayo.edu ",January,2023,Neutral,Positive,0.0419223308563232,0.0149569362401962,0.9431207180023192
70,06-A-018,Active,Non-Exclusive License,"Thanks Teana for checking!     For the three patents (1064-002, 1063-002, 1158-001) with remaining third maintenance fees under license 06-A-018, it’ll come out to $23172 total. This is $7700 each for US 3rd maintenance fees, large entity, plus CPA’s service charge of $24 each fee.        KIM CHIN  Project Analyst  ",December,2020,Neutral,Positive,0.0683976635336875,0.0122145600616931,0.9193877577781676
71,06-A-018,Active,Non-Exclusive License,"All,     Thanks for all this – I’ll be compiling it into something simple to send back to them.     Note that the royalties are creditable across the different agreements, so if a product is covered by multiple agreements, they just pay under one agreement.  And my general sense is that they’ve determined they’re not currently selling anything that’s covered by an unexpired patent.     Eric     ",December,2020,Neutral,Positive,0.1333071589469909,0.0388943627476692,0.8277984857559204
72,06-A-018,Active,Non-Exclusive License,"Doreen,      It appears the payment was sent in May however Hologic did not have the updated address. Accounting will put a stop payment on this check and reissue to the new address.    ",July,2021,Neutral,Negative,0.0196501798927783,0.0573917515575885,0.9229580760002136
73,06-A-018,Active,Non-Exclusive License,"Hi Julia,  Thank you for the update.  Can you tell me what the address was and if it has cleared the bank?  I do not have any record of receiving the check.  I do periodically go to our other address and see if they have mail for us, but did not get this check.     Thank you for your help.     Doreen     ",June,2021,Neutral,Positive,0.0507163517177104,0.0258501172065734,0.9234335422515868
74,06-A-018,Active,Non-Exclusive License,"Hello Julia,   I have attached your invoice for the Annual Maintenance Fee for CY2020.  Also attached is our current W9.  Over this past year our offices have moved, please update your records so that we can receive payment at our new address.       Please let me know if you have any questions.       Best regards,",June,2021,Neutral,Positive,0.0628812164068222,0.01506182923913,0.9220569729804992
75,06-A-018,Active,Non-Exclusive License,"I didn’t get a response. I’d recommend just sending the $25K invoice. It’s money they owe.   Eric    On Jun 17, 2021, at 11:51 AM, Doreen Mitchell ",June,2021,Neutral,Negative,0.0273672621697187,0.0448242910206317,0.9278085231781006
76,06-A-018,Active,Non-Exclusive License,"Hi Eric,      My apologies for taking time in getting back to you. We’ve some internal changes in management and as a result had to put things on hold in renegotiation the agreement. Most recently I was able to get recommitment to the agreement and I will be sending out the draft agreement shortly.      Doreen,      I believe we already paid the Annual Maintenance Fee a couple of months ago but I will double check with accounting.      Julia     ",June,2021,Neutral,Negative,0.0679230764508247,0.421735405921936,0.5103415250778198
77,08-A-008,Active,Exclusive License,"Kim,   In theory he owes us tens of thousands in minimum royalties from a license, but we will never get that money.  The money we care about more is back patent costs, which I understand from Doreen’s note below totals about $6K.   Doreen should weigh in on the best way for us to know we get the money.  I think he lives in Kenwood, so maybe he could easily drop off the check at someone’s home.  I’ve got a mail slot, for example.  I don’t know enough about what happens now if something gets mailed or Fedex’d to Regus.   Eric        ",June,2020,Neutral,Negative,0.0332662910223007,0.0499503090977668,0.916783332824707
78,08-A-008,Active,Exclusive License,"Hello Mr. Chin         Sorry, just seeing your email.  Thank you for letting me know.   I will get back to you regarding our plan regarding with the maintenance fees, etc.   Need to review the patent timeline and opportunity to broaden the IP.          Mr. Rosenberg left Maroon for his work in Ireland about  24 months ago.  We valued his work while he was with us.         All the best. Raphael Lee      Raphael C. Lee, MD, ScD, FACS  Paul S. and Allene T. Russell Professor of Surgery, Medicine, Organismal Biology and Anatomy Fellow,  Institute of Molecular Engineering The University of Chicago r-lee@uchicago.edu  ",July,2020,Neutral,Positive,0.0802286267280578,0.0121766543015837,0.9075947403907776
79,08-A-008,Active,Exclusive License,"Thank you Ms. Chin, the payment has been mailed.    On July 29, 2020 5:38 PM Kim Chin ",July,2020,Neutral,Positive,0.0395535677671432,0.0230211820453405,0.9374252557754515
80,08-A-008,Active,Exclusive License,"Hi Everyone,  The check was here at Regus and I will deposit it today.    Yay!  Doreen     ",August,2020,Neutral,Positive,0.0674731135368347,0.029248934239149,0.9032779932022096
81,09-A-028,Active,Non-Exclusive License,Thanks Teana!      Renee Lowers  Financial Analyst  ,April,2022,Neutral,Positive,0.2258826047182083,0.0233248267322778,0.7507925629615784
82,09-A-028,Active,Non-Exclusive License,Thanks Teana!      Renee Lowers  Financial Analyst  ,April,2022,Neutral,Positive,0.2258826047182083,0.0233248267322778,0.7507925629615784
